,age,workclass, fnlwgt ,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hour-per-week,native-country,income
31996,30, Self-emp-inc," 178,383 ", Some-college,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,70, United-States, <=50K
29188,31, Private," 178,370 ", HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,99, United-States, >50K
16869,53, Private," 178,356 ", Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,2407,0,99, United-States, <=50K
16894,54, Local-gov," 178,356 ", 9th,5, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
21434,59, Self-emp-not-inc," 178,353 ", HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
21707,57, Private," 178,353 ", HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
25527,56, Private," 178,353 ", Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
29688,45, Self-emp-inc," 178,344 ", Assoc-voc,11, Divorced, Sales, Unmarried, White, Female,0,0,30, United-States, <=50K
17925,45, Private," 178,341 ", Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
19526,47, Private," 178,341 ", 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,46, United-States, >50K
27361,47, Private," 178,341 ", Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,4064,0,60, United-States, <=50K
976,25, Private," 178,326 ", Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
2234,35, Private," 178,322 ", Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Germany, >50K
15120,35, Private," 178,322 ", Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
3112,45, Private," 178,319 ", Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,56, United-States, >50K
12019,45, Private," 178,319 ", Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,50, United-States, >50K
25382,45, Private," 178,319 ", Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
10799,61, Federal-gov," 178,312 ", Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
29231,60, Private," 178,312 ", HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,7298,0,65, United-States, >50K
29606,61, Private," 178,312 ", Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, United-States, <=50K
1793,47, Private," 178,309 ", 9th,5, Never-married, Other-service, Unmarried, White, Female,0,0,50, United-States, <=50K
29110,47, Local-gov," 178,309 ", Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
22952,71, ?," 178,295 ", Assoc-acdm,12, Married-civ-spouse, ?, Husband, White, Male,0,0,3, United-States, <=50K
6611,29, Private," 178,272 ", HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
23998,23, Private," 178,272 ", Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
7689,30, Self-emp-not-inc," 178,255 ", Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, ?, <=50K
8478,24, Private," 178,255 ", Some-college,10, Married-civ-spouse, Priv-house-serv, Wife, White, Female,0,0,40, ?, <=50K
24576,21, Private," 178,255 ", Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, Columbia, <=50K
2786,54, Private," 178,251 ", Assoc-acdm,12, Widowed, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
28355,62, Private," 178,249 ", Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, >50K
10164,29, Private," 178,244 ", HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
27441,51, Private," 178,241 ", HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, >50K
18733,36, Local-gov," 178,222 ", Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
4379,45, Private," 178,215 ", 9th,5, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, >50K
17415,49, ?," 178,215 ", Some-college,10, Widowed, ?, Unmarried, White, Female,0,0,28, United-States, <=50K
22584,23, Private," 178,207 ", Some-college,10, Never-married, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
19520,56, Private," 178,202 ", Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
16219,19, Private," 178,147 ", Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,10, United-States, <=50K
16564,19, Private," 178,147 ", HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
10041,18, Private," 178,142 ", HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
20382,26, Private," 178,140 ", Bachelors,13, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, >50K
7995,37, Private," 178,136 ", HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
4005,44, Private," 178,134 ", Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
5060,42, Private," 178,134 ", Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
29382,66, Private," 178,120 ", 5th-6th,3, Divorced, Priv-house-serv, Not-in-family, Black, Female,0,0,15, United-States, <=50K
21685,32, Local-gov," 178,109 ", HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,43, United-States, <=50K
495,33, Private," 178,107 ", Bachelors,13, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States, <=50K
6836,39, Local-gov," 178,100 ", Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
25122,37, Private," 178,100 ", Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
20031,42, Private," 178,074 ", HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
23785,51, Private," 178,054 ", Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, ?, >50K
12188,60, Private," 178,050 ", HS-grad,9, Divorced, Other-service, Unmarried, Black, Female,0,0,38, United-States, <=50K
4120,25, Private," 178,037 ", HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
27801,25, Private," 178,037 ", Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, United-States, <=50K
29387,25, Private," 178,037 ", HS-grad,9, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
18103,56, Private," 178,033 ", Some-college,10, Widowed, Exec-managerial, Not-in-family, White, Male,4416,0,60, United-States, <=50K
32201,25, Private," 178,025 ", Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
15131,47, ?," 178,013 ", 10th,6, Married-civ-spouse, ?, Wife, White, Female,0,0,20, Cuba, <=50K
26802,41, Private," 178,002 ", HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
10265,52, Private," 177,995 ", 1st-4th,2, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,56, Mexico, >50K
19099,42, Private," 177,989 ", HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26045,42, Private," 177,989 ", HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
8075,35, State-gov," 177,974 ", HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
16292,37, Private," 177,974 ", Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,70, United-States, <=50K
24513,28, Private," 177,955 ", 11th,7, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, Mexico, <=50K
29285,27, Private," 177,955 ", 5th-6th,3, Never-married, Priv-house-serv, Other-relative, White, Female,2176,0,40, El-Salvador, <=50K
27259,26, Private," 177,951 ", HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,48, United-States, <=50K
13538,33, Federal-gov," 177,945 ", HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
28680,19, Private," 177,945 ", Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,25, United-States, <=50K
726,43, Private," 177,937 ", Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, ?, >50K
14604,42, Self-emp-not-inc," 177,937 ", Bachelors,13, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0,0,45, Poland, <=50K
21135,42, Local-gov," 177,937 ", Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, ?, <=50K
30673,44, Local-gov," 177,937 ", Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,36, United-States, >50K
7253,26, Private," 177,929 ", Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,48, United-States, <=50K
1700,54, Private," 177,927 ", Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
27892,50, Private," 177,927 ", HS-grad,9, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
12669,53, Private," 177,916 ", Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298,0,40, United-States, >50K
5312,36, Self-emp-not-inc," 177,907 ", Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
6666,39, Local-gov," 177,907 ", HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1887,40, United-States, >50K
17379,36, Private," 177,907 ", Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,2176,0,20, ?, <=50K
20752,36, Private," 177,907 ", Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,65, United-States, <=50K
27101,71, ?," 177,906 ", Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,10, United-States, >50K
525,44, Private," 177,905 ", Some-college,10, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,58, United-States, >50K
8988,43, Private," 177,905 ", HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3908,0,40, United-States, <=50K
13461,41, Private," 177,905 ", Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
30670,41, Self-emp-inc," 177,905 ", Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,70, United-States, >50K
32229,40, Private," 177,905 ", Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,44, United-States, >50K
27809,22, ?," 177,902 ", Some-college,10, Never-married, ?, Not-in-family, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
13886,50, Private," 177,896 ", HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
32223,50, Private," 177,896 ", Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
29662,37, Private," 177,895 ", Some-college,10, Married-civ-spouse, Tech-support, Wife, White, Female,5013,0,40, United-States, <=50K
3993,52, Private," 177,858 ", HS-grad,9, Divorced, Craft-repair, Other-relative, White, Male,0,0,55, United-States, >50K
13975,36, Local-gov," 177,858 ", Bachelors,13, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
16781,37, Private," 177,858 ", Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,2174,0,40, United-States, <=50K
24849,26, Self-emp-not-inc," 177,858 ", Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,1876,38, United-States, <=50K
16402,19, Private," 177,839 ", HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
29251,33, Self-emp-not-inc," 177,828 ", HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
2215,64, Self-emp-not-inc," 177,825 ", HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,1055,0,40, United-States, <=50K
6735,33, ?," 177,824 ", HS-grad,9, Separated, ?, Unmarried, White, Female,0,0,40, United-States, <=50K
24709,40, Self-emp-not-inc," 177,810 ", Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
18690,32, Local-gov," 177,794 ", Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
26237,32, Private," 177,792 ", Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,48, United-States, >50K
25729,62, Private," 177,791 ", 10th,6, Divorced, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
22120,20, State-gov," 177,787 ", Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
27665,23, Private," 177,787 ", Bachelors,13, Never-married, Sales, Own-child, White, Female,0,0,30, England, <=50K
16556,48, Self-emp-not-inc," 177,783 ", 7th-8th,4, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
4315,48, Private," 177,775 ", HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
25569,73, ?," 177,773 ", HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,15, United-States, <=50K
13766,72, Private," 177,769 ", 10th,6, Married-civ-spouse, Sales, Husband, White, Male,0,0,15, United-States, <=50K
9347,27, Private," 177,761 ", Some-college,10, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,50, United-States, <=50K
30162,34, Private," 177,733 ", 9th,5, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,35, Dominican-Republic, <=50K
10569,39, Local-gov," 177,728 ", Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
7649,53, Private," 177,727 ", HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
8725,52, Self-emp-inc," 177,727 ", 10th,6, Married-civ-spouse, Sales, Husband, White, Male,4064,0,45, United-States, <=50K
11620,51, Private," 177,727 ", Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
954,18, Private," 177,722 ", HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
13409,26, Private," 177,720 ", Assoc-acdm,12, Divorced, Prof-specialty, Unmarried, White, Female,0,0,45, United-States, <=50K
3826,21, Private," 177,711 ", HS-grad,9, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, United-States, <=50K
2936,50, Local-gov," 177,705 ", Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1740,48, United-States, <=50K
19793,50, Private," 177,705 ", Bachelors,13, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
25816,53, Private," 177,705 ", Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, United-States, >50K
29435,51, Private," 177,705 ", Bachelors,13, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, >50K
1463,30, Private," 177,675 ", Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
5597,31, Private," 177,675 ", Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
5602,34, Local-gov," 177,675 ", Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K
6615,34, Private," 177,675 ", Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
7111,34, Local-gov," 177,675 ", Some-college,10, Never-married, Protective-serv, Not-in-family, White, Male,0,0,50, United-States, >50K
11083,33, Private," 177,675 ", Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Germany, >50K
15306,54, Private," 177,675 ", HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,42, United-States, <=50K
22385,31, Self-emp-not-inc," 177,675 ", Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
28371,32, Private," 177,675 ", HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
31870,34, Self-emp-inc," 177,675 ", Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
32488,51, Private," 177,669 ", Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
709,60, Private," 177,665 ", HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
7545,29, Private," 177,651 ", Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
14617,18, Private," 177,648 ", HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
16614,53, Private," 177,647 ", Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
25073,53, Federal-gov," 177,647 ", HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, France, >50K
27510,34, Self-emp-not-inc," 177,639 ", Assoc-acdm,12, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
29760,46, Private," 177,633 ", HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
29993,17, Private," 177,629 ", 11th,7, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
12707,25, Private," 177,625 ", HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
10518,36, Private," 177,616 ", 5th-6th,3, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
25133,41, Local-gov," 177,599 ", Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,35, United-States, <=50K
6295,30, Private," 177,596 ", Some-college,10, Never-married, Other-service, Unmarried, White, Female,0,0,36, United-States, <=50K
10955,68, Local-gov," 177,596 ", 10th,6, Separated, Other-service, Not-in-family, Black, Female,0,0,90, United-States, <=50K
22818,34, Private," 177,596 ", Assoc-voc,11, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, Puerto-Rico, >50K
7652,40, Federal-gov," 177,595 ", Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1579,40, United-States, <=50K
9805,18, Private," 177,578 ", HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,38, United-States, <=50K
20051,32, Local-gov," 177,566 ", Some-college,10, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,0,50, Germany, <=50K
21764,77, Local-gov," 177,550 ", Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,3818,0,14, United-States, <=50K
3612,45, Self-emp-inc," 177,543 ", HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,50, United-States, <=50K
23058,45, Private," 177,543 ", HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,28, United-States, <=50K
9636,30, Private," 177,531 ", HS-grad,9, Never-married, Sales, Unmarried, Black, Female,0,0,25, United-States, <=50K
17478,32, Private," 177,531 ", 10th,6, Divorced, Other-service, Unmarried, Black, Female,0,0,23, United-States, <=50K
3152,24, State-gov," 177,526 ", Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,15, United-States, <=50K
12431,23, Private," 177,526 ", Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
24830,21, Private," 177,526 ", Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
27095,24, Private," 177,526 ", Assoc-voc,11, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
8019,30, Private," 177,522 ", HS-grad,9, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
8681,25, Private," 177,499 ", Bachelors,13, Never-married, Craft-repair, Own-child, White, Male,0,1590,35, United-States, <=50K
11717,50, Private," 177,487 ", HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
21538,51, ?," 177,487 ", HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K
6542,55, Private," 177,484 ", 11th,7, Married-civ-spouse, Other-service, Husband, Black, Male,0,1672,40, United-States, <=50K
6547,26, Local-gov," 177,482 ", Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, >50K
24589,52, Private," 177,465 ", HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,0,25, United-States, <=50K
11684,47, Self-emp-not-inc," 177,457 ", Some-college,10, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
28418,34, Private," 177,437 ", Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,45, United-States, >50K
11741,49, Private," 177,426 ", HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
26589,21, Private," 177,420 ", Some-college,10, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, United-States, <=50K
6653,29, Private," 177,413 ", HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
21502,81, Private," 177,408 ", HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2377,26, United-States, >50K
853,46, Self-emp-not-inc," 177,407 ", HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
24572,29, Local-gov," 177,398 ", Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
32521,27, Private," 177,398 ", HS-grad,9, Never-married, Other-service, Unmarried, White, Female,0,0,64, United-States, <=50K
834,73, Self-emp-not-inc," 177,387 ", HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
17818,55, Private," 177,380 ", HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,29, United-States, <=50K
12138,69, Private," 177,374 ", HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,1848,0,12, United-States, <=50K
6180,58, Private," 177,368 ", HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
20503,52, Private," 177,366 ", HS-grad,9, Separated, Other-service, Other-relative, White, Female,0,0,20, United-States, <=50K
2421,66, ?," 177,351 ", Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,2174,40, United-States, >50K
13276,27, Private," 177,351 ", Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
10251,33, Private," 177,331 ", Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
20453,34, State-gov," 177,331 ", Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Black, Male,4386,0,40, United-States, >50K
895,42, Self-emp-not-inc," 177,307 ", Prof-school,15, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, United-States, >50K
4147,38, Private," 177,305 ", HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
18849,35, Local-gov," 177,305 ", Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2377,40, United-States, <=50K
19346,46, ?," 177,305 ", Assoc-voc,11, Married-civ-spouse, ?, Wife, Black, Female,0,0,35, United-States, >50K
21716,41, Private," 177,305 ", Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
23114,38, Local-gov," 177,305 ", Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, United-States, <=50K
2918,30, Private," 177,304 ", HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
16293,34, ?," 177,304 ", 10th,6, Divorced, ?, Not-in-family, White, Male,0,0,40, Columbia, <=50K
29885,30, Private," 177,304 ", Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,44, United-States, <=50K
16161,62, Federal-gov," 177,295 ", HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
9413,24, Private," 177,287 ", Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, United-States, <=50K
12086,24, Private," 177,287 ", 12th,8, Never-married, Other-service, Own-child, White, Female,0,0,38, United-States, <=50K
29566,20, Private," 177,287 ", HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,38, United-States, <=50K
30661,21, ?," 177,287 ", Some-college,10, Never-married, ?, Own-child, White, Female,0,0,40, United-States, <=50K
11672,36, Private," 177,285 ", Assoc-voc,11, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,38, United-States, <=50K
14788,37, Private," 177,285 ", Assoc-voc,11, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,48, United-States, >50K
19872,37, Self-emp-not-inc," 177,277 ", Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
23390,39, Private," 177,277 ", HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
13348,38, ?," 177,273 ", HS-grad,9, Married-civ-spouse, ?, Wife, White, Female,0,0,35, United-States, <=50K
15123,57, Self-emp-not-inc," 177,271 ", Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
19498,56, Private," 177,271 ", Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
10188,21, Private," 177,265 ", Assoc-acdm,12, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
20922,23, Local-gov," 177,265 ", HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,45, United-States, <=50K
9146,44, Local-gov," 177,240 ", Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,10520,0,40, United-States, >50K
3000,72, ?," 177,226 ", HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,8, United-States, <=50K
6422,30, Private," 177,216 ", Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1740,40, Haiti, <=50K
16106,32, State-gov," 177,216 ", Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
18173,53, Federal-gov," 177,212 ", Some-college,10, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
12855,49, Private," 177,211 ", Bachelors,13, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
13312,48, Private," 177,211 ", 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
20256,49, Private," 177,211 ", Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
19297,70, Self-emp-not-inc," 177,199 ", HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,3, United-States, <=50K
17103,61, Local-gov," 177,189 ", Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, United-States, <=50K
10524,37, Private," 177,181 ", HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
